"month","count","level_2","mean","median","p25","p75","p9","p91","stdDev","model","region","wateryear","source","cropname","include"
"AUG",162942,278,0.34960990728242,0.115643706657311,0.112259699177179,0.795932624772621,0.112259699177179,0.86973357163949,0.33935521808162,"calsimetaw","dsa",2015,"data/dsa_etrf/calsimetaw-dsa-2015-etrf.geojson","Tomatoes","yes"
"AUG",42837,279,0.888735391076718,0.885245901639341,0.870967741935478,0.887096774193557,0.868852459016387,0.933333333333334,0.0250134131215785,"calsimetaw","dsa",2015,"data/dsa_etrf/calsimetaw-dsa-2015-etrf.geojson","Truck Crops","yes"
"AUG",9358,403,1.05606765401481,1.05084745762712,1.04838709677418,1.06451612903226,1.04838709677418,1.06896551724138,0.00836102443427894,"calsimetaw","dsa",2015,"data/dsa_etrf/calsimetaw-dsa-2015-etrf.geojson","Cherries","yes"
"AUG",6496,409,0.701744673328833,0.698412698412698,0.698412698412698,0.704918032786885,0.698412698412698,0.714285714285714,0.00584348029352049,"calsimetaw","dsa",2015,"data/dsa_etrf/calsimetaw-dsa-2015-etrf.geojson","Olives","yes"
"AUG",26707,412,1.05396804266515,1.04918032786884,1.04838709677416,1.06451612903223,1.04761904761905,1.06557377049178,0.0144079287870976,"calsimetaw","dsa",2015,"data/dsa_etrf/calsimetaw-dsa-2015-etrf.geojson","Pears","yes"
"AUG",34,425,0.743413194039014,0.7,0.689655172413793,0.709677419354839,0.689655172413793,0.920634920634921,0.0905827505956014,"calsimetaw","dsa",2015,"data/dsa_etrf/calsimetaw-dsa-2015-etrf.geojson","Citrus","yes"
"AUG",22762,500,1.15780741281615,1.16129032258065,1.14754098360657,1.16666666666665,1.14516129032258,1.16666666666665,0.00863241687363788,"calsimetaw","dsa",2015,"data/dsa_etrf/calsimetaw-dsa-2015-etrf.geojson","Almonds","yes"
"AUG",687,502,0.914704302663661,0.918032786885246,0.912280701754386,0.918032786885246,0.898305084745763,0.918032786885246,0.00672987638852275,"calsimetaw","dsa",2015,"data/dsa_etrf/calsimetaw-dsa-2015-etrf.geojson","Pistachios","yes"
"AUG",15511,503,1.08830039658201,1.06666666666666,1.06557377049181,1.08333333333333,1.06349206349206,1.1551724137931,0.0349438690134493,"calsimetaw","dsa",2015,"data/dsa_etrf/calsimetaw-dsa-2015-etrf.geojson","Walnuts","yes"
"AUG",215183,800,0.956468579014795,0.950819672131231,0.949999999999937,0.966101694915211,0.949152542372847,0.967213114754104,0.00847206834330239,"calsimetaw","dsa",2015,"data/dsa_etrf/calsimetaw-dsa-2015-etrf.geojson","Pasture","yes"
"AUG",9744,908,0.852245821021316,0.854838709677384,0.852459016393438,0.854838709677419,0.841269841269834,0.857142857142869,0.0067692907425614,"calsimetaw","dsa",2015,"data/dsa_etrf/calsimetaw-dsa-2015-etrf.geojson","Turf","yes"
"AUG",215863,913,1.06668192711215,1.06718527460193,1.06335489662575,1.08111854967761,1.04953012165356,1.08111854967761,0.0238823732846125,"calsimetaw","dsa",2015,"data/dsa_etrf/calsimetaw-dsa-2015-etrf.geojson","Semi-agricultural/ROW","yes"
"AUG",34538,914,1.06056378800775,1.079360670194,1.06480654248686,1.08160059488527,1.06343502212292,1.08333333333333,0.0613024097712716,"calsimetaw","dsa",2015,"data/dsa_etrf/calsimetaw-dsa-2015-etrf.geojson","Other Deciduous","yes"
"AUG",233116,916,0.0978300023004869,0.0967741935483925,0.0967741935483925,0.0983606557376946,0.0952380952380937,0.101694915254237,0.00221636580806601,"calsimetaw","dsa",2015,"data/dsa_etrf/calsimetaw-dsa-2015-etrf.geojson","Fallow","yes"
"AUG",8896,2002,1.10370646484698,1.09836065573769,1.09677419354839,1.11290322580645,1.09677419354839,1.11475409836066,0.00820145420836442,"calsimetaw","dsa",2015,"data/dsa_etrf/calsimetaw-dsa-2015-etrf.geojson","Floating Vegetation","no"
"AUG",20096,2003,0.953988103339882,0.950819672131148,0.95,0.96551724137931,0.949152542372881,0.967213114754098,0.00839178391405562,"calsimetaw","dsa",2015,"data/dsa_etrf/calsimetaw-dsa-2015-etrf.geojson","Forage Grass","yes"
"AUG",46349,2004,1.10458645073592,1.09836065573773,1.09677419354837,1.11290322580644,1.09523809523809,1.11475409836066,0.00856339570972823,"calsimetaw","dsa",2015,"data/dsa_etrf/calsimetaw-dsa-2015-etrf.geojson","Riparian","no"
"AUG",241830,2005,0.0990771669669467,0.0983606557377033,0.0967741935483891,0.101694915254245,0.0952380952380952,0.103448275862079,0.00290714269203928,"calsimetaw","dsa",2015,"data/dsa_etrf/calsimetaw-dsa-2015-etrf.geojson","Upland Herbaceous","no"
"AUG",275451,2006,0.80623372355512,0.809523809523643,0.799999999999887,0.809523809523643,0.796610169491503,0.813559322033924,0.0069190762054559,"calsimetaw","dsa",2015,"data/dsa_etrf/calsimetaw-dsa-2015-etrf.geojson","Urban","no"
"AUG",263902,2007,1.1040734689331,1.10169491525428,1.09836065573774,1.11290322580643,1.09523809523808,1.11666666666668,0.00917385433094675,"calsimetaw","dsa",2015,"data/dsa_etrf/calsimetaw-dsa-2015-etrf.geojson","Water","no"
"AUG",111347,2008,0.953747713149056,0.951612903225753,0.950819672131139,0.952380952380945,0.950000000000008,0.966666666666674,0.00639597053241597,"calsimetaw","dsa",2015,"data/dsa_etrf/calsimetaw-dsa-2015-etrf.geojson","Wet herbaceous/sub irrigated pasture","yes"
"DEC",0,0,NA,NA,NA,NA,NA,NA,NA,"calsimetaw","dsa",2015,"data/dsa_etrf/calsimetaw-dsa-2015-etrf.geojson",NA,"no"
"DEC",360170,1,1.15669760884529,1.11111111111105,1.11111111111105,1.22222222222227,1.11111111111105,1.22222222222227,0.054653798030191,"calsimetaw","dsa",2015,"data/dsa_etrf/calsimetaw-dsa-2015-etrf.geojson","Alfalfa","yes"
"DEC",411960,23,1.1289332297632,1.11111111111106,1.11111111111106,1.11111111111106,1.11111111111106,1.22222222222235,0.040775084221426,"calsimetaw","dsa",2015,"data/dsa_etrf/calsimetaw-dsa-2015-etrf.geojson","Corn","yes"
"DEC",34395,24,1.12081213354659,1.11111111111111,1.11111111111111,1.11111111111111,1.11111111111111,1.11111111111111,0.0313652920485826,"calsimetaw","dsa",2015,"data/dsa_etrf/calsimetaw-dsa-2015-etrf.geojson","Rice","yes"
"DEC",5373,108,1.11309634592717,1.11111111111111,1.11111111111111,1.11111111111111,1.11111111111111,1.11111111111111,0.0147187122051203,"calsimetaw","dsa",2015,"data/dsa_etrf/calsimetaw-dsa-2015-etrf.geojson","Bush Berries","yes"
"DEC",166135,109,1.13929501777346,1.11111111111111,1.11111111111111,1.22222222222226,1.11111111111111,1.22222222222226,0.0483447265971409,"calsimetaw","dsa",2015,"data/dsa_etrf/calsimetaw-dsa-2015-etrf.geojson","Vineyards","yes"
"DEC",18552,246,1.142093095683,1.11111111111111,1.11111111111111,1.22222222222222,1.11111111111111,1.22222222222222,0.0498252883807664,"calsimetaw","dsa",2015,"data/dsa_etrf/calsimetaw-dsa-2015-etrf.geojson","Potatoes","yes"
"DEC",17631,277,1.12232872654856,1.11111111111111,1.11111111111111,1.11111111111111,1.11111111111111,1.22222222222222,0.0334748684716122,"calsimetaw","dsa",2015,"data/dsa_etrf/calsimetaw-dsa-2015-etrf.geojson","Cucurbit","yes"
"DEC",162942,278,1.12099260950396,1.11111111111111,1.11111111111111,1.11111111111111,1.11111111111111,1.11111111111111,0.0316275236944459,"calsimetaw","dsa",2015,"data/dsa_etrf/calsimetaw-dsa-2015-etrf.geojson","Tomatoes","yes"
"DEC",42837,279,1.13051282250808,1.11111111111111,1.11111111111111,1.11111111111111,1.11111111111111,1.22222222222222,0.0421819784460957,"calsimetaw","dsa",2015,"data/dsa_etrf/calsimetaw-dsa-2015-etrf.geojson","Truck Crops","yes"
"DEC",9358,403,1.1645413312436,1.11111111111111,1.11111111111111,1.22222222222222,1.11111111111111,1.22222222222222,0.0555148872147782,"calsimetaw","dsa",2015,"data/dsa_etrf/calsimetaw-dsa-2015-etrf.geojson","Cherries","yes"
"DEC",6496,409,1.11111111111116,1.11111111111111,1.11111111111111,1.11111111111111,1.11111111111111,1.11111111111111,0,"calsimetaw","dsa",2015,"data/dsa_etrf/calsimetaw-dsa-2015-etrf.geojson","Olives","yes"
"DEC",26707,412,1.20196120035123,1.22222222222225,1.22222222222225,1.22222222222225,1.1111111111111,1.22222222222225,0.0429035621465262,"calsimetaw","dsa",2015,"data/dsa_etrf/calsimetaw-dsa-2015-etrf.geojson","Pears","yes"
"DEC",34,425,1.13398692810457,1.11111111111111,1.11111111111111,1.11111111111111,1.11111111111111,1.22222222222222,0.044927212695653,"calsimetaw","dsa",2015,"data/dsa_etrf/calsimetaw-dsa-2015-etrf.geojson","Citrus","yes"
"DEC",22762,500,1.1111111111112,1.11111111111111,1.11111111111111,1.11111111111111,1.11111111111111,1.11111111111111,0,"calsimetaw","dsa",2015,"data/dsa_etrf/calsimetaw-dsa-2015-etrf.geojson","Almonds","yes"
"DEC",687,502,1.1111111111111,1.11111111111111,1.11111111111111,1.11111111111111,1.11111111111111,1.11111111111111,1.25382962607784e-07,"calsimetaw","dsa",2015,"data/dsa_etrf/calsimetaw-dsa-2015-etrf.geojson","Pistachios","yes"
"DEC",15511,503,1.11111111111112,1.11111111111111,1.11111111111111,1.11111111111111,1.11111111111111,1.11111111111111,3.06295191651618e-08,"calsimetaw","dsa",2015,"data/dsa_etrf/calsimetaw-dsa-2015-etrf.geojson","Walnuts","yes"
"DEC",215183,800,1.12907721438121,1.1111111111111,1.1111111111111,1.1111111111111,1.1111111111111,1.22222222222224,0.0409078578079776,"calsimetaw","dsa",2015,"data/dsa_etrf/calsimetaw-dsa-2015-etrf.geojson","Pasture","yes"
"DEC",9744,908,1.11111111111113,1.11111111111111,1.11111111111111,1.11111111111111,1.11111111111111,1.11111111111111,0,"calsimetaw","dsa",2015,"data/dsa_etrf/calsimetaw-dsa-2015-etrf.geojson","Turf","yes"
"DEC",215863,913,1.12720465192181,1.11111111111112,1.11111111111112,1.11111111111112,1.11111111111112,1.22222222222224,0.0391045923787719,"calsimetaw","dsa",2015,"data/dsa_etrf/calsimetaw-dsa-2015-etrf.geojson","Semi-agricultural/ROW","yes"
"DEC",34538,914,1.11897684354113,1.11111111111111,1.11111111111111,1.11111111111111,1.11111111111111,1.11111111111111,0.0284973774798685,"calsimetaw","dsa",2015,"data/dsa_etrf/calsimetaw-dsa-2015-etrf.geojson","Other Deciduous","yes"
"DEC",233116,916,1.12789960553747,1.11111111111112,1.11111111111112,1.11111111111112,1.11111111111112,1.22222222222226,0.0397936518065785,"calsimetaw","dsa",2015,"data/dsa_etrf/calsimetaw-dsa-2015-etrf.geojson","Fallow","yes"
"DEC",8896,2002,1.11623201438848,1.11111111111111,1.11111111111111,1.11111111111111,1.11111111111111,1.11111111111111,0.0232973303767947,"calsimetaw","dsa",2015,"data/dsa_etrf/calsimetaw-dsa-2015-etrf.geojson","Floating Vegetation","no"
"DEC",20096,2003,1.13911557855626,1.11111111111111,1.11111111111111,1.22222222222222,1.11111111111111,1.22222222222222,0.0482426916437339,"calsimetaw","dsa",2015,"data/dsa_etrf/calsimetaw-dsa-2015-etrf.geojson","Forage Grass","yes"
"DEC",46349,2004,1.12307109586449,1.11111111111111,1.11111111111111,1.11111111111111,1.11111111111111,1.22222222222222,0.0344361141746806,"calsimetaw","dsa",2015,"data/dsa_etrf/calsimetaw-dsa-2015-etrf.geojson","Riparian","no"
"DEC",241830,2005,1.12711316949015,1.11111111111111,1.11111111111111,1.11111111111111,1.11111111111111,1.22222222222222,0.0390120572882141,"calsimetaw","dsa",2015,"data/dsa_etrf/calsimetaw-dsa-2015-etrf.geojson","Upland Herbaceous","no"
"DEC",275451,2006,1.13843115472421,1.11111111111108,1.11111111111108,1.11111111111108,1.11111111111108,1.22222222222226,0.0478453301720007,"calsimetaw","dsa",2015,"data/dsa_etrf/calsimetaw-dsa-2015-etrf.geojson","Urban","no"
"DEC",263902,2007,1.22105049096526,1.22222222222222,1.22222222222222,1.22222222222222,1.22222222222222,1.22222222222222,0.0113498637652964,"calsimetaw","dsa",2015,"data/dsa_etrf/calsimetaw-dsa-2015-etrf.geojson","Water","no"
"DEC",111347,2008,1.14165127434465,1.11111111111111,1.11111111111111,1.22222222222222,1.11111111111111,1.22222222222222,0.0496049382598765,"calsimetaw","dsa",2015,"data/dsa_etrf/calsimetaw-dsa-2015-etrf.geojson","Wet herbaceous/sub irrigated pasture","yes"
"FEB",0,0,NA,NA,NA,NA,NA,NA,NA,"calsimetaw","dsa",2015,"data/dsa_etrf/calsimetaw-dsa-2015-etrf.geojson",NA,"no"
"FEB",360170,1,0.926216323773162,0.947368421052691,0.947368421052691,0.947368421052691,0.947368421052691,0.947368421052691,0.0771992681216669,"calsimetaw","dsa",2015,"data/dsa_etrf/calsimetaw-dsa-2015-etrf.geojson","Alfalfa","yes"
"FEB",411960,23,0.650564396475201,0.631578947368418,0.631578947368418,0.684210526315751,0.631578947368418,0.684210526315751,0.0252698582456259,"calsimetaw","dsa",2015,"data/dsa_etrf/calsimetaw-dsa-2015-etrf.geojson","Corn","yes"
"FEB",34395,24,0.649744072348312,0.631578947368388,0.631578947368388,0.684210526315808,0.631578947368388,0.684210526315808,0.02502173942729,"calsimetaw","dsa",2015,"data/dsa_etrf/calsimetaw-dsa-2015-etrf.geojson","Rice","yes"
"FEB",5373,108,0.632519321754965,0.631578947368421,0.631578947368421,0.631578947368421,0.631578947368421,0.631578947368421,0.00697202157177138,"calsimetaw","dsa",2015,"data/dsa_etrf/calsimetaw-dsa-2015-etrf.geojson","Bush Berries","yes"
"FEB",166135,109,0.662841411470936,0.684210526315763,0.631578947368393,0.684210526315763,0.631578947368393,0.684210526315763,0.0258466861675952,"calsimetaw","dsa",2015,"data/dsa_etrf/calsimetaw-dsa-2015-etrf.geojson","Vineyards","yes"
"FEB",18552,246,0.653707360250565,0.631578947368421,0.631578947368421,0.68421052631579,0.631578947368421,0.68421052631579,0.0259805052472682,"calsimetaw","dsa",2015,"data/dsa_etrf/calsimetaw-dsa-2015-etrf.geojson","Potatoes","yes"
"FEB",17631,277,0.648083966936226,0.631578947368421,0.631578947368421,0.684210526315789,0.631578947368421,0.684210526315789,0.0244186316053703,"calsimetaw","dsa",2015,"data/dsa_etrf/calsimetaw-dsa-2015-etrf.geojson","Cucurbit","yes"
"FEB",162942,278,0.651704072076423,0.631578947368409,0.631578947368409,0.684210526315797,0.631578947368409,0.684210526315797,0.0255403114591876,"calsimetaw","dsa",2015,"data/dsa_etrf/calsimetaw-dsa-2015-etrf.geojson","Tomatoes","yes"
"FEB",42837,279,0.654566944709629,0.631578947368421,0.631578947368421,0.684210526315789,0.631578947368421,0.684210526315789,0.0260607314103915,"calsimetaw","dsa",2015,"data/dsa_etrf/calsimetaw-dsa-2015-etrf.geojson","Truck Crops","yes"
"FEB",9358,403,0.679581781982218,0.684210526315789,0.684210526315789,0.684210526315789,0.684210526315789,0.684210526315789,0.0149061345992861,"calsimetaw","dsa",2015,"data/dsa_etrf/calsimetaw-dsa-2015-etrf.geojson","Cherries","yes"
"FEB",6496,409,0.792649727767696,0.789473684210526,0.789473684210526,0.789473684210526,0.789473684210526,0.789473684210526,0.0125328741533789,"calsimetaw","dsa",2015,"data/dsa_etrf/calsimetaw-dsa-2015-etrf.geojson","Olives","yes"
"FEB",26707,412,0.678316152083163,0.684210526315789,0.684210526315789,0.684210526315789,0.631578947368421,0.684210526315792,0.0165977882617659,"calsimetaw","dsa",2015,"data/dsa_etrf/calsimetaw-dsa-2015-etrf.geojson","Pears","yes"
"FEB",34,425,0.854489164086687,0.842105263157895,0.789473684210526,0.842105263157895,0.789473684210526,1,0.0777083615975938,"calsimetaw","dsa",2015,"data/dsa_etrf/calsimetaw-dsa-2015-etrf.geojson","Citrus","yes"
"FEB",22762,500,0.66403377744072,0.684210526315794,0.631578947368422,0.684210526315794,0.631578947368422,0.684210526315794,0.0256419637628821,"calsimetaw","dsa",2015,"data/dsa_etrf/calsimetaw-dsa-2015-etrf.geojson","Almonds","yes"
"FEB",687,502,0.67455757297173,0.631578947368421,0.631578947368421,0.789473684210526,0.631578947368421,0.789473684210526,0.07027756769215,"calsimetaw","dsa",2015,"data/dsa_etrf/calsimetaw-dsa-2015-etrf.geojson","Pistachios","yes"
"FEB",15511,503,0.661737510561273,0.684210526315789,0.631578947368421,0.684210526315789,0.631578947368421,0.684210526315789,0.0260337063392517,"calsimetaw","dsa",2015,"data/dsa_etrf/calsimetaw-dsa-2015-etrf.geojson","Walnuts","yes"
"FEB",215183,800,1,1,1,1,1,1,0,"calsimetaw","dsa",2015,"data/dsa_etrf/calsimetaw-dsa-2015-etrf.geojson","Pasture","yes"
"FEB",9744,908,0.908775170685354,0.894736842105263,0.894736842105263,0.947368421052632,0.894736842105263,0.947368421052632,0.0232762696664181,"calsimetaw","dsa",2015,"data/dsa_etrf/calsimetaw-dsa-2015-etrf.geojson","Turf","yes"
"FEB",215863,913,0.655784520900226,0.631578947368406,0.631578947368406,0.684210526315802,0.631578947368406,0.684210526315802,0.0262076618246374,"calsimetaw","dsa",2015,"data/dsa_etrf/calsimetaw-dsa-2015-etrf.geojson","Semi-agricultural/ROW","yes"
"FEB",34538,914,0.661355455928027,0.684210526315798,0.631578947368418,0.684210526315798,0.631578947368418,0.684210526315798,0.0260872420742906,"calsimetaw","dsa",2015,"data/dsa_etrf/calsimetaw-dsa-2015-etrf.geojson","Other Deciduous","yes"
"FEB",233116,916,0.653988692625863,0.631578947368404,0.631578947368404,0.684210526315798,0.631578947368404,0.684210526315798,0.0259951001102715,"calsimetaw","dsa",2015,"data/dsa_etrf/calsimetaw-dsa-2015-etrf.geojson","Fallow","yes"
"FEB",8896,2002,0.891749100719429,0.894736842105263,0.894736842105263,0.894736842105263,0.894736842105263,0.894736842105263,0.0121787909097209,"calsimetaw","dsa",2015,"data/dsa_etrf/calsimetaw-dsa-2015-etrf.geojson","Floating Vegetation","no"
"FEB",20096,2003,1,1,1,1,1,1,0,"calsimetaw","dsa",2015,"data/dsa_etrf/calsimetaw-dsa-2015-etrf.geojson","Forage Grass","yes"
"FEB",46349,2004,0.89255090951831,0.894736842105263,0.894736842105263,0.894736842105263,0.894736842105263,0.894736842105263,0.0105009895820033,"calsimetaw","dsa",2015,"data/dsa_etrf/calsimetaw-dsa-2015-etrf.geojson","Riparian","no"
"FEB",241830,2005,0.657319517625462,0.631578947368404,0.631578947368404,0.684210526315799,0.631578947368404,0.684210526315799,0.0263095020575358,"calsimetaw","dsa",2015,"data/dsa_etrf/calsimetaw-dsa-2015-etrf.geojson","Upland Herbaceous","no"
