"Crop","Station_ID","count","date","max","mean","min","model","stdDev"
"alfalfa","D02",11,2014-08-25,3.23449429177489,3.14386391086905,3.08220538798728,"ucdpt",0.0375990901495365
"pasture","D12",9,2014-09-10,2.97110109454701,2.71894069169681,2.49431753647841,"ucdpt",0.147862300196023
"alfalfa","D14",12,2014-09-10,1.83177713768014,1.56287707138369,1.32616569952246,"ucdpt",0.135161534091854
"pasture","D04",11,2014-09-10,3.88061929299009,3.46149663821839,2.98732929502479,"ucdpt",0.309993828049956
"corn","D06",11,2014-09-10,3.57091098335052,3.29825754772405,2.99415513882296,"ucdpt",0.161747074631404
"alfalfa","D10",12,2014-09-10,3.64626185306013,3.39824971761486,2.98859475009077,"ucdpt",0.192824267336812
"corn","D09",11,2014-09-10,3.68477000412795,3.44763916111557,3.20491864362622,"ucdpt",0.144909890955321
"alfalfa","D13",11,2014-09-10,3.00165178744399,2.68964925262499,2.56095709488078,"ucdpt",0.123624290409257
"corn","D01",10,2014-09-10,1.47013610341645,1.44430886575735,1.41247004736453,"ucdpt",0.0193249948008544
"pasture","D05",9,2014-09-10,3.99714452671338,3.54940768721441,3.38592251240679,"ucdpt",0.20552263034797
"alfalfa","D07",10,2014-09-10,3.63841714369167,3.46522789378029,3.34304376146313,"ucdpt",0.094005030378013
"corn","D08",12,2014-09-10,3.23288245600691,2.76418264718221,1.90130372753307,"ucdpt",0.452318424766067
"pasture","D03",11,2014-09-10,4.0333551472129,3.92226932341883,3.84268112394969,"ucdpt",0.0512454499252553
"corn","D11",10,2014-09-10,1.64306822163145,1.54429039896162,1.38097061228856,"ucdpt",0.0776736689497768
"alfalfa","D02",11,2014-09-10,4.41186210143993,4.29024728006307,3.99970815751189,"ucdpt",0.135261647891598
"pasture","D12",9,2014-09-26,4.12336070060427,3.53620280512057,2.99086093657313,"ucdpt",0.354111145169172
"alfalfa","D14",0,2014-09-26,NA,NA,NA,"ucdpt",NA
"pasture","D04",11,2014-09-26,3.07867361419514,2.82503814652897,2.581639013805,"ucdpt",0.176428302926973
"corn","D06",0,2014-09-26,NA,NA,NA,"ucdpt",NA
"alfalfa","D10",0,2014-09-26,NA,NA,NA,"ucdpt",NA
"corn","D09",0,2014-09-26,NA,NA,NA,"ucdpt",NA
"alfalfa","D13",0,2014-09-26,NA,NA,NA,"ucdpt",NA
"corn","D01",10,2014-09-26,1.54567937765679,1.4847060252647,1.40166668883619,"ucdpt",0.0438608271724092
"pasture","D05",0,2014-09-26,NA,NA,NA,"ucdpt",NA
"alfalfa","D07",0,2014-09-26,NA,NA,NA,"ucdpt",NA
"corn","D08",12,2014-09-26,2.78440182252932,2.43398099628183,1.83656854662876,"ucdpt",0.336035321144799
"pasture","D03",11,2014-09-26,3.50760214618372,3.45518627616112,3.38952576702409,"ucdpt",0.033952033517443
"corn","D11",10,2014-09-26,2.11005336053802,1.77327909543293,1.69425587216285,"ucdpt",0.112151288882921
"alfalfa","D02",4,2014-09-26,5.29118292127461,5.15849397140123,5.02807244271699,"ucdpt",0.0930683579046154
"pasture","D12",9,2014-10-12,2.40614520285096,2.09619860012244,1.88884094016332,"ucdpt",0.159491607294684
"alfalfa","D14",12,2014-10-12,2.6674814531003,2.52234890942698,2.43403459848907,"ucdpt",0.0731224313998974
"pasture","D04",11,2014-10-12,2.36675565646105,2.22026381806499,2.05602679093092,"ucdpt",0.115282843238578
"corn","D06",11,2014-10-12,1.35878051844739,1.03564587738525,0.865482513708389,"ucdpt",0.152936390258302
"alfalfa","D10",12,2014-10-12,2.37750076708227,1.88577639000185,1.67704868146846,"ucdpt",0.231047126155957
"corn","D09",11,2014-10-12,2.10317479122448,1.79389140347975,1.68303389490849,"ucdpt",0.115053678997731
"alfalfa","D13",11,2014-10-12,1.58341502622177,1.48824634731052,1.43491002075354,"ucdpt",0.0516471447512008
"corn","D01",10,2014-10-12,1.44961920762989,1.41416567629265,1.34928210368941,"ucdpt",0.0277010470174276
"pasture","D05",9,2014-10-12,2.87312844557932,2.80838692240189,2.75702659577586,"ucdpt",0.0340031351600717
"alfalfa","D07",10,2014-10-12,1.87776867300983,1.80915224365552,1.71074931113098,"ucdpt",0.0488513215004718
"corn","D08",12,2014-10-12,1.0477250707875,0.818395084876508,0.525314809101915,"ucdpt",0.1857280258329
"pasture","D03",11,2014-10-12,2.57556681512687,2.49847191166744,2.42701707953959,"ucdpt",0.0465658958206594
"corn","D11",10,2014-10-12,0.982323549735643,0.948693018654297,0.935203872234087,"ucdpt",0.0157953295992181
"alfalfa","D02",11,2014-10-12,2.18005185086767,2.11031239414322,2.02834609499157,"ucdpt",0.0468761713557195
"pasture","D12",9,2014-10-28,1.48085675583191,1.17097342860795,0.993103864252633,"ucdpt",0.148903464740212
"alfalfa","D14",12,2014-10-28,0.904578796025098,0.813632994529299,0.772958101083889,"ucdpt",0.0490704350174695
"pasture","D04",11,2014-10-28,1.62714124703844,1.44407911583548,1.33203457350943,"ucdpt",0.0840973106280272
"corn","D06",11,2014-10-28,0.659801085042429,0.59753605901356,0.535943126593097,"ucdpt",0.0414066792214711
"alfalfa","D10",12,2014-10-28,1.65663374170453,1.4639795195582,1.11710678472429,"ucdpt",0.16730370053151
"corn","D09",11,2014-10-28,0.42917784111461,0.362945014920944,0.31945032072195,"ucdpt",0.0344941372367189
"alfalfa","D13",11,2014-10-28,1.40822798675836,1.29065711182289,1.23203004731919,"ucdpt",0.051949787427172
"corn","D01",10,2014-10-28,0.525047270486656,0.495616265498237,0.462691080097953,"ucdpt",0.0173128735945671
"pasture","D05",9,2014-10-28,1.74590714354833,1.68133122570462,1.61452208768742,"ucdpt",0.0419942995578112
"alfalfa","D07",10,2014-10-28,0.921748454712531,0.855425521775271,0.797975091873313,"ucdpt",0.0389847715170347
"corn","D08",12,2014-10-28,0.323570863534389,0.233460951272973,0.135308135270892,"ucdpt",0.0653333438115428
"pasture","D03",11,2014-10-28,1.77609658290324,1.71160258113257,1.68423992845534,"ucdpt",0.0250719242929772
"corn","D11",10,2014-10-28,0.500454774675102,0.455897581869024,0.389971766732971,"ucdpt",0.0434626366078175
"alfalfa","D02",11,2014-10-28,2.01806381510101,1.99345473546393,1.89551726897675,"ucdpt",0.0327731520969332
"pasture","D12",9,2014-11-29,0.850185878663779,0.724477995862608,0.616213275023809,"ucdpt",0.0632530290898242
"alfalfa","D14",12,2014-11-29,0.972002715012153,0.864957278931296,0.762715917971784,"ucdpt",0.0564592860897886
"pasture","D04",11,2014-11-29,1.484011468003,1.39685532902791,1.35705450354835,"ucdpt",0.0383847384718773
"corn","D06",0,2014-11-29,NA,NA,NA,"ucdpt",NA
"alfalfa","D10",0,2014-11-29,NA,NA,NA,"ucdpt",NA
"corn","D09",0,2014-11-29,NA,NA,NA,"ucdpt",NA
"alfalfa","D13",0,2014-11-29,NA,NA,NA,"ucdpt",NA
"corn","D01",0,2014-11-29,NA,NA,NA,"ucdpt",NA
"pasture","D05",0,2014-11-29,NA,NA,NA,"ucdpt",NA
"alfalfa","D07",0,2014-11-29,NA,NA,NA,"ucdpt",NA
"corn","D08",0,2014-11-29,NA,NA,NA,"ucdpt",NA
"pasture","D03",11,2014-11-29,1.34243014330647,1.28967241388273,1.1976992399331,"ucdpt",0.0369755281393978
"corn","D11",10,2014-11-29,0.840007039538872,0.741311192969722,0.644634504646056,"ucdpt",0.0593809410499997
"alfalfa","D02",11,2014-11-29,1.08117051418776,1.02559426200641,0.931775300854293,"ucdpt",0.0388301202027615
"pasture","D12",9,2014-12-31,0.813105336894948,0.709215394377288,0.625003229236925,"ucdpt",0.0617835852721473
"alfalfa","D14",12,2014-12-31,0.474753239646605,0.448950010655204,0.421000687046049,"ucdpt",0.0131722174296245
"pasture","D04",11,2014-12-31,0.741058503852417,0.70096364675212,0.658651263018308,"ucdpt",0.0260324773112276
"corn","D06",11,2014-12-31,1.0398159493431,0.971297230242512,0.887523432561585,"ucdpt",0.048797159251315
"alfalfa","D10",12,2014-12-31,0.672293239473419,0.646737160919187,0.60307828674739,"ucdpt",0.0213951397463506
"corn","D09",11,2014-12-31,0.538435103759405,0.509363683696532,0.46499420963784,"ucdpt",0.0181373125560282
"alfalfa","D13",11,2014-12-31,0.785658087362293,0.77921266656477,0.76315009186848,"ucdpt",0.00532174806502854
"corn","D01",10,2014-12-31,0.710813026301077,0.658750296090798,0.613020176475894,"ucdpt",0.0336305200306074
"pasture","D05",9,2014-12-31,0.794368481730237,0.729133305192484,0.705927491948487,"ucdpt",0.0246151716675144
"alfalfa","D07",0,2014-12-31,NA,NA,NA,"ucdpt",NA
"corn","D08",12,2014-12-31,1.06212090868036,0.959151161886745,0.840234824572577,"ucdpt",0.071488895277474
"pasture","D03",11,2014-12-31,0.93913529727654,0.905267463824193,0.847956018256573,"ucdpt",0.0239193817264052
"corn","D11",10,2014-12-31,0.67453744880243,0.573392436389517,0.461666040227687,"ucdpt",0.0691969750752671
"alfalfa","D02",11,2014-12-31,0.793393958419792,0.789066856043034,0.776360057753886,"ucdpt",0.0046393340383419
"pasture","D12",9,2015-02-01,1.82447224200315,1.76989577425741,1.74030428780284,"ucdpt",0.0269489209948126
"alfalfa","D14",0,2015-02-01,NA,NA,NA,"ucdpt",NA
"pasture","D04",0,2015-02-01,NA,NA,NA,"ucdpt",NA
"corn","D06",0,2015-02-01,NA,NA,NA,"ucdpt",NA
"alfalfa","D10",0,2015-02-01,NA,NA,NA,"ucdpt",NA
"corn","D09",0,2015-02-01,NA,NA,NA,"ucdpt",NA
"alfalfa","D13",11,2015-02-01,1.0259752416911,0.995728837967647,0.963378597392689,"ucdpt",0.0201985581859336
"corn","D01",10,2015-02-01,0.893681824602079,0.849975529883704,0.819214783677178,"ucdpt",0.023676860619181
"pasture","D05",9,2015-02-01,1.38349553633115,1.32091581367834,1.28260313041914,"ucdpt",0.033723592454317
"alfalfa","D07",0,2015-02-01,NA,NA,NA,"ucdpt",NA
"corn","D08",0,2015-02-01,NA,NA,NA,"ucdpt",NA
"pasture","D03",0,2015-02-01,NA,NA,NA,"ucdpt",NA
"corn","D11",0,2015-02-01,NA,NA,NA,"ucdpt",NA
"alfalfa","D02",0,2015-02-01,NA,NA,NA,"ucdpt",NA
"pasture","D12",0,2015-02-17,NA,NA,NA,"ucdpt",NA
"alfalfa","D14",0,2015-02-17,NA,NA,NA,"ucdpt",NA
"pasture","D04",11,2015-02-17,1.78656065629465,1.70674849589496,1.44707550887777,"ucdpt",0.0899709360992917
"corn","D06",0,2015-02-17,NA,NA,NA,"ucdpt",NA
"alfalfa","D10",12,2015-02-17,1.65876558363045,1.5981901348139,1.48164668076387,"ucdpt",0.0604984628140024
"corn","D09",0,2015-02-17,NA,NA,NA,"ucdpt",NA
"alfalfa","D13",0,2015-02-17,NA,NA,NA,"ucdpt",NA
"corn","D01",0,2015-02-17,NA,NA,NA,"ucdpt",NA
"pasture","D05",0,2015-02-17,NA,NA,NA,"ucdpt",NA
"alfalfa","D07",0,2015-02-17,NA,NA,NA,"ucdpt",NA
"corn","D08",0,2015-02-17,NA,NA,NA,"ucdpt",NA
"pasture","D03",0,2015-02-17,NA,NA,NA,"ucdpt",NA
"corn","D11",0,2015-02-17,NA,NA,NA,"ucdpt",NA
"alfalfa","D02",0,2015-02-17,NA,NA,NA,"ucdpt",NA
"pasture","D12",9,2015-03-05,2.08149112870937,1.94521621900229,1.84077920291169,"ucdpt",0.0734553942200906
"alfalfa","D14",12,2015-03-05,2.7001135815464,2.51627133674843,2.42248291350233,"ucdpt",0.101051058993187
"pasture","D04",11,2015-03-05,1.92224387194171,1.84579988049894,1.75116710020974,"ucdpt",0.0489647309152327
"corn","D06",11,2015-03-05,1.83622719586814,1.70471105961125,1.55833631181501,"ucdpt",0.0871637806291775
"alfalfa","D10",12,2015-03-05,2.8466982163656,2.79769778634409,2.66490269618753,"ucdpt",0.0493797543911016
"corn","D09",11,2015-03-05,1.75241925929833,1.66911681609034,1.53588847243706,"ucdpt",0.0517254686816189
"alfalfa","D13",11,2015-03-05,2.59919341975842,2.4680820575344,2.38423115613531,"ucdpt",0.0649805470339416
"corn","D01",10,2015-03-05,1.62701828211665,1.58812025505958,1.55526086276746,"ucdpt",0.0217658656138755
"pasture","D05",9,2015-03-05,2.19502408534048,2.12848629631932,2.02059701431018,"ucdpt",0.0602849416694517
"alfalfa","D07",10,2015-03-05,2.57347910401873,2.51808390967034,2.45723718150264,"ucdpt",0.0421207017314698
"corn","D08",12,2015-03-05,0.599613489215718,0.536180584537616,0.475789460499138,"ucdpt",0.0354946678713766
"pasture","D03",11,2015-03-05,2.43797038678874,2.34821990039179,2.31151341057518,"ucdpt",0.0434332876351192
"corn","D11",10,2015-03-05,0.919779645452252,0.822962780968442,0.6992932239503,"ucdpt",0.0960680490299425
"alfalfa","D02",11,2015-03-05,2.71401537204013,2.692037973387,2.61291543422259,"ucdpt",0.0273759440340691
"pasture","D12",9,2015-03-21,2.81044815609816,2.76619537585822,2.71994340207684,"ucdpt",0.0262078810469236
"alfalfa","D14",12,2015-03-21,2.6412486613113,2.36417998878071,2.15553445847854,"ucdpt",0.165844675625264
"pasture","D04",11,2015-03-21,3.21828353196343,3.14037526689795,3.08544517427468,"ucdpt",0.037184992510371
"corn","D06",11,2015-03-21,2.28542091641287,1.39697002256149,0.885409966692993,"ucdpt",0.426272382614771
"alfalfa","D10",12,2015-03-21,3.98380874398683,3.95144266192702,3.91292172579007,"ucdpt",0.0210400671426155
"corn","D09",11,2015-03-21,1.72303172976477,1.51536876873013,1.27240711006011,"ucdpt",0.12126503024871
"alfalfa","D13",11,2015-03-21,3.90780313036351,3.76305112145252,3.60731489205673,"ucdpt",0.099256508901469
"corn","D01",10,2015-03-21,3.00524401046711,2.44193412836135,2.13740585324683,"ucdpt",0.318647280032705
"pasture","D05",9,2015-03-21,3.40493079748402,3.28219269500107,3.17137830194581,"ucdpt",0.0855369329544558
"alfalfa","D07",10,2015-03-21,3.8554212551416,3.71905486927537,3.63362464329566,"ucdpt",0.0569327779863822
"corn","D08",12,2015-03-21,1.13947711093403,1.00093978763152,0.862855635447747,"ucdpt",0.0826580400333263
"pasture","D03",11,2015-03-21,3.39535948658095,3.27869417564412,3.20695079235495,"ucdpt",0.0533220488471563
"corn","D11",10,2015-03-21,0.968229099107282,0.92486205972588,0.883185349472859,"ucdpt",0.0270591833716854
"alfalfa","D02",11,2015-03-21,3.55169415514357,3.53342501618072,3.43074842505929,"ucdpt",0.0335962042471514
"pasture","D12",9,2015-04-06,3.08171611835874,3.05177944071458,3.00532023692426,"ucdpt",0.0215856638144143
"alfalfa","D14",12,2015-04-06,3.18100996008142,3.12859459314607,3.07103258060301,"ucdpt",0.0404224699896283
"pasture","D04",0,2015-04-06,NA,NA,NA,"ucdpt",NA
"corn","D06",11,2015-04-06,1.16480165068064,1.03699716695108,0.941291793954712,"ucdpt",0.0612881313969147
"alfalfa","D10",0,2015-04-06,NA,NA,NA,"ucdpt",NA
"corn","D09",0,2015-04-06,NA,NA,NA,"ucdpt",NA
"alfalfa","D13",11,2015-04-06,3.81782233552122,3.73518377016402,3.65842748641906,"ucdpt",0.055082239474941
"corn","D01",10,2015-04-06,1.51562935611153,1.4602573124804,1.40651962400871,"ucdpt",0.0313465366176858
"pasture","D05",9,2015-04-06,3.04941600030131,2.8494507775792,2.59377502100891,"ucdpt",0.188071454190824
"alfalfa","D07",10,2015-04-06,2.03632299641987,1.75644209715223,1.63945746190645,"ucdpt",0.106091645810721
"corn","D08",12,2015-04-06,2.2339566175376,1.97915500549269,1.54548417829658,"ucdpt",0.230759214009461
"pasture","D03",11,2015-04-06,3.24772401618929,3.18509232768172,3.1010490780732,"ucdpt",0.0468164436213149
"corn","D11",0,2015-04-06,NA,NA,NA,"ucdpt",NA
"alfalfa","D02",6,2015-04-06,3.99798336008484,3.97631875920049,3.95985011483827,"ucdpt",0.0121451094918302
"pasture","D12",9,2015-04-22,4.59300259849325,4.34456133872882,3.95175449940966,"ucdpt",0.235299113361007
"alfalfa","D14",12,2015-04-22,2.83911192265716,2.64871377404253,2.55069745221691,"ucdpt",0.0806813007763806
"pasture","D04",11,2015-04-22,3.97587987470474,3.85442512426027,3.74192274723337,"ucdpt",0.0685681185910122
"corn","D06",11,2015-04-22,0.918523983950872,0.768169268925459,0.721560311065915,"ucdpt",0.0519833388693262
"alfalfa","D10",12,2015-04-22,4.62017716186818,4.36416219978709,4.10637682270976,"ucdpt",0.182710010684411
"corn","D09",11,2015-04-22,2.08312102129861,1.99325158528741,1.92104822478511,"ucdpt",0.0560844469176829
"alfalfa","D13",11,2015-04-22,3.0949549458134,2.9620870692765,2.85695136678128,"ucdpt",0.0866637814351941
"corn","D01",0,2015-04-22,NA,NA,NA,"ucdpt",NA
"pasture","D05",9,2015-04-22,4.61532394837074,4.46473152781637,4.2794230612475,"ucdpt",0.113411826744473
"alfalfa","D07",10,2015-04-22,2.74112709377687,2.34860661956406,2.12040643719534,"ucdpt",0.152700312006321
"corn","D08",12,2015-04-22,4.01499243355618,3.49458848177009,2.97273954821649,"ucdpt",0.322927999154206
"pasture","D03",11,2015-04-22,4.79478190759241,4.72728155824244,4.67161524630745,"ucdpt",0.0386801045870714
"corn","D11",10,2015-04-22,1.73502212890905,1.71731131508033,1.68135538217288,"ucdpt",0.0153292815636257
"alfalfa","D02",11,2015-04-22,5.01250136272083,4.95277525764522,4.76469360326032,"ucdpt",0.0642996851929115
"pasture","D12",9,2015-05-08,5.13425523873523,4.71914419315714,4.39065001285166,"ucdpt",0.209255427183744
"alfalfa","D14",12,2015-05-08,4.44276115738006,4.32729790021818,4.16217511340817,"ucdpt",0.0841161897854567
"pasture","D04",11,2015-05-08,4.20951149949451,4.01841161129487,3.89677136053221,"ucdpt",0.0753423312127258
"corn","D06",11,2015-05-08,1.10317308257312,0.765811000230972,0.694202835630832,"ucdpt",0.110401163240014
"alfalfa","D10",12,2015-05-08,5.39678229901672,5.34741978694203,5.3288392041812,"ucdpt",0.0200311319725794
"corn","D09",11,2015-05-08,1.77224303185451,1.71169423425531,1.66864960994999,"ucdpt",0.0315626079363948
"alfalfa","D13",11,2015-05-08,5.47133926278892,5.36424807802582,5.26575911552116,"ucdpt",0.0623637490929682
"corn","D01",10,2015-05-08,4.19465606543246,4.05234408866588,3.88665537281755,"ucdpt",0.102943014667678
"pasture","D05",9,2015-05-08,5.88758593536154,5.75153890097545,5.62209189879965,"ucdpt",0.0856455232420013
"alfalfa","D07",10,2015-05-08,2.23583843675345,1.95289597011633,1.86776967802807,"ucdpt",0.0990059541176792
"corn","D08",12,2015-05-08,1.34075584503059,1.21545434486937,1.05170879200865,"ucdpt",0.081612166433706
"pasture","D03",11,2015-05-08,3.45665344231816,3.39182033411357,3.31795451420341,"ucdpt",0.0415665282134135
"corn","D11",10,2015-05-08,1.74784727544757,1.72665458389295,1.70704885699081,"ucdpt",0.0117003031716427
"alfalfa","D02",11,2015-05-08,2.98863397210426,2.89391640700255,2.85071877091894,"ucdpt",0.0403621748403752
"pasture","D12",9,2015-05-24,5.35547135027783,5.04549933269329,4.78814258246256,"ucdpt",0.189595693234816
"alfalfa","D14",12,2015-05-24,5.70387414865427,5.23908128667054,4.50798038904621,"ucdpt",0.444557929764697
"pasture","D04",11,2015-05-24,4.85694529823553,4.69685300334079,4.59545488343633,"ucdpt",0.0726512457461592
"corn","D06",11,2015-05-24,2.37880565221825,2.00515896828688,1.67376038468852,"ucdpt",0.226283972612227
"alfalfa","D10",12,2015-05-24,3.43649585526645,3.20648259230842,3.10308162257238,"ucdpt",0.101621285231483
"corn","D09",11,2015-05-24,1.87735775983548,1.72541282279714,1.5299094901887,"ucdpt",0.115273795305701
"alfalfa","D13",11,2015-05-24,3.25343096282207,3.12224146083561,3.03468527929732,"ucdpt",0.0739014057752012
"corn","D01",10,2015-05-24,6.41923369063663,6.35332770092434,6.25298774647495,"ucdpt",0.0496004753499354
"pasture","D05",9,2015-05-24,5.41041674543919,5.30190605117177,5.16870260541753,"ucdpt",0.0733171232440066
"alfalfa","D07",10,2015-05-24,2.07445400903331,1.99319494357417,1.91948000012121,"ucdpt",0.0445583124119831
"corn","D08",12,2015-05-24,0.626980793357752,0.555738500919013,0.505787077888847,"ucdpt",0.0354000668535992
"pasture","D03",11,2015-05-24,4.09077895221478,3.95313403109784,3.85362117614203,"ucdpt",0.0679524623315575
"corn","D11",10,2015-05-24,3.58238238053704,3.25534674196506,2.88924725421254,"ucdpt",0.225241160704146
"alfalfa","D02",11,2015-05-24,6.02778457807911,5.9799517422892,5.64622260770855,"ucdpt",0.100695718686602
"pasture","D12",9,2015-06-25,5.22077251334899,5.04409486814364,4.91993131606107,"ucdpt",0.0924370645884351
"alfalfa","D14",12,2015-06-25,6.18997159612308,5.98804971961795,5.57800131402408,"ucdpt",0.146806276087893
"pasture","D04",11,2015-06-25,5.43998336059158,5.2153620895671,5.01313696722102,"ucdpt",0.137878087349214
"corn","D06",11,2015-06-25,7.40323800093393,6.58779397507095,4.62077196613458,"ucdpt",0.790837220165508
"alfalfa","D10",12,2015-06-25,3.53809369120802,3.36509447918987,3.28534188261352,"ucdpt",0.0976602543445542
"corn","D09",11,2015-06-25,4.62723114571005,4.50466443704091,4.42197049803904,"ucdpt",0.0716040977503564
"alfalfa","D13",11,2015-06-25,6.41852179840439,6.14517906445034,5.72827889941588,"ucdpt",0.217805465053904
"corn","D01",10,2015-06-25,7.28423216206962,7.2035346173542,6.9695688249461,"ucdpt",0.0993343851941549
"pasture","D05",9,2015-06-25,6.30460100920342,5.90655338021087,5.43081680126332,"ucdpt",0.268528315681821
"alfalfa","D07",10,2015-06-25,1.72187882281864,1.69509505650002,1.67474792355412,"ucdpt",0.0142091254919297
"corn","D08",12,2015-06-25,2.44853857051918,1.98031427196341,1.41182456984197,"ucdpt",0.299258794485647
"pasture","D03",11,2015-06-25,5.60508210984834,5.44132963406816,5.25420791117787,"ucdpt",0.0883213341984639
"corn","D11",10,2015-06-25,7.67229907179383,7.43396983256773,7.26405216550332,"ucdpt",0.141909776064428
"alfalfa","D02",11,2015-06-25,7.02268895644393,6.8825698754717,6.58095483413851,"ucdpt",0.127365890423219
"pasture","D12",9,2015-07-11,6.39907577268959,5.91108179976613,5.52443266150224,"ucdpt",0.323818557746389
"alfalfa","D14",12,2015-07-11,6.48794351394987,6.35644172352272,6.22156435196299,"ucdpt",0.0757344429406928
"pasture","D04",11,2015-07-11,5.25763281698649,5.14989594877232,5.06522906302532,"ucdpt",0.058721269674924
"corn","D06",11,2015-07-11,7.31178838605637,6.88568432395138,5.66410219338866,"ucdpt",0.452920286990383
"alfalfa","D10",12,2015-07-11,6.61798907639775,6.54577021346247,6.47157730675437,"ucdpt",0.0418010652813375
"corn","D09",11,2015-07-11,5.85277907017772,5.61716941676083,5.34545444452901,"ucdpt",0.173512184974873
"alfalfa","D13",11,2015-07-11,4.22399128072972,3.94310769294735,3.57814640255038,"ucdpt",0.189326845879855
"corn","D01",10,2015-07-11,6.16309998844222,6.05824393709744,5.90870086802384,"ucdpt",0.077907780693494
"pasture","D05",9,2015-07-11,6.17385828508327,5.74835859014006,5.27271918356276,"ucdpt",0.275474656636483
"alfalfa","D07",10,2015-07-11,2.33179091574684,2.24821160253942,2.20753200701831,"ucdpt",0.0364780326025924
"corn","D08",12,2015-07-11,6.23586639031714,5.75446979248755,4.50005804365024,"ucdpt",0.491039923717786
"pasture","D03",11,2015-07-11,6.20250784494645,5.84309692060084,5.61374651028102,"ucdpt",0.17873297627744
"corn","D11",10,2015-07-11,7.28615125265465,7.1324046353082,6.93019494312846,"ucdpt",0.0994727569012941
"alfalfa","D02",11,2015-07-11,4.33397909753019,4.09736057380362,4.03510627771302,"ucdpt",0.0780326814448203
"pasture","D12",9,2015-07-27,4.90701181505954,4.53500627634366,4.36727761229982,"ucdpt",0.149586736280491
"alfalfa","D14",12,2015-07-27,2.86730300165135,2.66095160823617,2.47746946907189,"ucdpt",0.140299721500357
"pasture","D04",11,2015-07-27,4.67667907482733,4.41113780902922,4.10098148944979,"ucdpt",0.148505351785767
"corn","D06",11,2015-07-27,6.14240818401019,5.88275412000909,5.58792984057895,"ucdpt",0.15699282764031
"alfalfa","D10",12,2015-07-27,3.88841514628806,3.71045357100868,3.5465360460659,"ucdpt",0.11663355287809
"corn","D09",11,2015-07-27,5.73332827165887,5.53421302380935,5.21274523229703,"ucdpt",0.161149093656069
"alfalfa","D13",11,2015-07-27,5.52866322738522,5.13887552882689,4.30891632365361,"ucdpt",0.358004877306637
"corn","D01",10,2015-07-27,4.13041574065267,4.00793683896118,3.88434340476324,"ucdpt",0.0859941585622414
"pasture","D05",9,2015-07-27,5.20858181899513,5.00007191663879,4.67416300978512,"ucdpt",0.13817976664343
